ID,Time,Category,Channel,Duration,EndPoint,Back_count,Forward_count,Dash_count,Max_Speed_x,Time_int,앞뒤이동차이,앞이동배속차이,뒤이동배속차이,이동전체배속차이,대쉬배속차이,앞이동대쉬차이,뒤이동대쉬차이,이동전체대쉬차이,Max_Speed_binary,Category_Mapped_Value,Max_Speed_x_categorical
jYLSqElv,2024-04-11 20:08:36_640737,News & Politics,SBS 뉴스,132,6.575333,0,0,0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.0,1
jYLSqElv,2024-04-11 20:08:55_868413,News & Politics,JTBC News,182,17.880754,0,0,0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.0,1
jYLSqElv,2024-04-11 20:08:56_916659,News & Politics,SBS 뉴스,132,17.880754,0,0,0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.0,1
jYLSqElv,2024-04-12 01:39:56_787530,Gaming,버니버니,1303,20.58686,1,0,0,1.5,1,0.0,0.0,5.469976,5.469976,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 04:16:11_792675,Gaming,텍스쳐 t3xture,1473,382.047798,2,2,1,1.5,4,267.52389900000003,267.52389900000003,0.0,133.76194950000001,153.947695,114.523899,153.947695,134.235797,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 04:31:19_096259,Gaming,텍스쳐 t3xture,1473,257.470083,1,1,0,1.5,4,153.0,81.630624,81.630624,81.63062400000001,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 04:46:24_101066,Gaming,텍스쳐 t3xture,1473,1458.176686,2,1,0,1.5,4,860.6803775000001,190.128414,928.5519635,682.4107803333334,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 11:38:51_618090,Gaming,김된모,838,812.643185,2,3,0,1.5,11,283.7241206666667,297.8426575555556,280.98064066666666,291.09785079999995,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 11:42:15_464740,Gaming,버니버니,1293,1266.351673,1,1,0,1.5,11,1056.0,530.2642205,530.2642205,530.2642205,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 11:45:04_261606,Gaming,DRX VS,202,194.747808,2,0,0,1.5,11,0.0,0.0,2.2425835,2.2425835,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 11:48:04_659877,Gaming,DRX VS,273,262.251735,1,0,0,1.5,11,0.0,0.0,0.425856,0.425856,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 11:54:18_881265,Gaming,DRX VS,520,513.318041,3,1,0,1.0,11,289.786891,289.892311,0.10542,72.55214275,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-12 11:56:55_352749,Gaming,DRX VS,225,223.754787,1,0,0,1.0,11,0.0,0.0,0.24185,0.24185,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-12 11:59:28_540108,Gaming,DRX VS,206,189.667553,2,0,0,1.5,11,0.0,0.0,0.287803,0.287803,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 12:04:15_046508,Gaming,DRX VS,361,348.202311,7,0,0,1.5,12,0.0,0.0,179.32834085714288,179.32834085714288,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-12 12:07:25_316802,Gaming,DRX VS,278,272.170306,1,0,0,1.0,12,0.0,0.0,0.672022,0.672022,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-12 12:09:28_588346,Gaming,DRX VS,181,180.201,0,0,0,1.5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
